equipmentId,dateTime,load
24917,2023-05-02T03:00:00,11189.61
24917,2023-05-02T03:15:00,11360.02
24917,2023-05-02T03:30:00,11580.98
24917,2023-05-02T03:45:00,11896.28
24917,2023-05-02T04:00:00,12153.79
24917,2023-05-02T04:15:00,12472.86
24917,2023-05-02T04:30:00,13171.74
24917,2023-05-02T04:45:00,13962.01
24917,2023-05-02T05:00:00,15266.76
24917,2023-05-02T05:15:00,16037.68
24917,2023-05-02T05:30:00,16401.91
24917,2023-05-02T05:45:00,16765.86
24917,2023-05-02T06:00:00,15576.42
24917,2023-05-02T06:15:00,15593.89
24917,2023-05-02T06:30:00,16701.62
24917,2023-05-02T06:45:00,16866.93
24917,2023-05-02T07:00:00,15882.58
24917,2023-05-02T07:15:00,15967.79
24917,2023-05-02T07:30:00,15632.06
24917,2023-05-02T07:45:00,15546.32
24917,2023-05-02T08:00:00,15064.36
24917,2023-05-02T08:15:00,15529.65
24917,2023-05-02T08:30:00,14900.93
24917,2023-05-02T08:45:00,14501.76
24917,2023-05-02T09:00:00,15826.94
24917,2023-05-02T09:15:00,14561.97
24917,2023-05-02T09:30:00,14324.62
24917,2023-05-02T09:45:00,13884.06
24917,2023-05-02T10:00:00,13920.34
24917,2023-05-02T10:15:00,14066.3
24917,2023-05-02T10:30:00,13619.56
24917,2023-05-02T10:45:00,12819.07
24917,2023-05-02T11:00:00,12772.84
24917,2023-05-02T11:15:00,10150.69
24917,2023-05-02T11:30:00,11068.65
24917,2023-05-02T11:45:00,10703.08
24917,2023-05-02T12:00:00,11290.14
24917,2023-05-02T12:15:00,10508.47
24917,2023-05-02T12:30:00,10059.84
24917,2023-05-02T12:45:00,9999.63
24917,2023-05-02T13:00:00,10396.38
24917,2023-05-02T13:15:00,9932.43
24917,2023-05-02T13:30:00,10740.71
24917,2023-05-02T13:45:00,10258.48
24917,2023-05-02T14:00:00,10256.87
24917,2023-05-02T14:15:00,10354.98
24917,2023-05-02T14:30:00,10912.47
24917,2023-05-02T14:45:00,11455.45
24917,2023-05-02T15:00:00,11849.78
24917,2023-05-02T15:15:00,12607.8
24917,2023-05-02T15:30:00,13298.88
24917,2023-05-02T15:45:00,13864.17
24917,2023-05-02T16:00:00,14348.81
24917,2023-05-02T16:15:00,14640.73
24917,2023-05-02T16:30:00,15165.69
24917,2023-05-02T16:45:00,15480.46
24917,2023-05-02T17:00:00,15457.34
24917,2023-05-02T17:15:00,14714.11
24917,2023-05-02T17:30:00,14757.39
24917,2023-05-02T17:45:00,14928.88
24917,2023-05-02T18:00:00,16300.84
24917,2023-05-02T18:15:00,16746.78
24917,2023-05-02T18:30:00,16989.77
24917,2023-05-02T18:45:00,16911.82
24917,2023-05-02T19:00:00,16664.79
24917,2023-05-02T19:15:00,16542.49
24917,2023-05-02T19:30:00,16852.42
24917,2023-05-02T19:45:00,16575.01
24917,2023-05-02T20:00:00,16057.84
24917,2023-05-02T20:15:00,15579.11
24917,2023-05-02T20:30:00,15612.17
24917,2023-05-02T20:45:00,15118.39
24917,2023-05-02T21:00:00,14672.72
24917,2023-05-02T21:15:00,14012.54
24917,2023-05-02T21:30:00,13468.76
24917,2023-05-02T21:45:00,13200.23
24917,2023-05-02T22:00:00,12980.89
24917,2023-05-02T22:15:00,12232.01
24917,2023-05-02T22:30:00,11897.63
24917,2023-05-02T22:45:00,11516.47
24917,2023-05-02T23:00:00,11224.28
24917,2023-05-02T23:15:00,10986.66
24917,2023-05-02T23:30:00,10768.93
24917,2023-05-02T23:45:00,10620.02
24917,2023-05-03T00:00:00,10417.88
24917,2023-05-03T00:15:00,10329.98
24917,2023-05-03T00:30:00,10223.81
24917,2023-05-03T00:45:00,10121.93
24917,2023-05-03T01:00:00,10157.68
24917,2023-05-03T01:15:00,10096.13
24917,2023-05-03T01:30:00,10088.6
24917,2023-05-03T01:45:00,10209.56
24917,2023-05-03T02:00:00,11101.44
24917,2023-05-03T02:15:00,11249.82
24917,2023-05-03T02:30:00,11433.14
24917,2023-05-03T02:45:00,11230.73
24917,2023-05-03T03:00:00,10385.09
24917,2023-05-03T03:15:00,10826.19
24917,2023-05-03T03:30:00,12115.62
24917,2023-05-03T03:45:00,12124.49
24917,2023-05-03T04:00:00,11675.86
24917,2023-05-03T04:15:00,11392.01
24917,2023-05-03T04:30:00,11792.52
24917,2023-05-03T04:45:00,12328.78
24917,2023-05-03T05:00:00,12965.3
24917,2023-05-03T05:15:00,12734.67
24917,2023-05-03T05:30:00,13979.48
24917,2023-05-03T05:45:00,14709.54
24917,2023-05-03T06:00:00,14735.88
24917,2023-05-03T06:15:00,14995.28
24917,2023-05-03T06:30:00,15394.44
24917,2023-05-03T06:45:00,15353.32
24917,2023-05-03T07:00:00,15072.15
24917,2023-05-03T07:15:00,14864.37
24917,2023-05-03T07:30:00,14635.35
24917,2023-05-03T07:45:00,14247.21
24917,2023-05-03T08:00:00,13926.53
24917,2023-05-03T08:15:00,13188.4
24917,2023-05-03T08:30:00,12883.85
24917,2023-05-03T08:45:00,12383.35
24917,2023-05-03T09:00:00,11623.72
24917,2023-05-03T09:15:00,11296.59
24917,2023-05-03T09:30:00,11053.06
24917,2023-05-03T09:45:00,10559.27
24917,2023-05-03T10:00:00,10211.44
24917,2023-05-03T10:15:00,9705.83
24917,2023-05-03T10:30:00,9513.37
24917,2023-05-03T10:45:00,9259.08
24917,2023-05-03T11:00:00,8960.72
24917,2023-05-03T11:15:00,8861.26
24917,2023-05-03T11:30:00,8656.97
24917,2023-05-03T11:45:00,8478.49
24917,2023-05-03T12:00:00,8204.85
24917,2023-05-03T12:15:00,7981.48
24917,2023-05-03T12:30:00,7743.86
24917,2023-05-03T12:45:00,8300.54
24917,2023-05-03T13:00:00,7816.44
24917,2023-05-03T13:15:00,7971.53
24917,2023-05-03T13:30:00,8277.43
24917,2023-05-03T13:45:00,8415.59
24917,2023-05-03T14:00:00,8717.99
24917,2023-05-03T14:15:00,9199.95
24917,2023-05-03T14:30:00,10124.08
24917,2023-05-03T14:45:00,12261.04
24917,2023-05-03T15:00:00,12827.4
24917,2023-05-03T15:15:00,13626.01
24917,2023-05-03T15:30:00,14436.17
24917,2023-05-03T15:45:00,15120.54
24917,2023-05-03T16:00:00,15075.11
24917,2023-05-03T16:15:00,14807.39
24917,2023-05-03T16:30:00,15629.11
24917,2023-05-03T16:45:00,16794.35
24917,2023-05-03T17:00:00,17109.66
24917,2023-05-03T17:15:00,15945.22
24917,2023-05-03T17:30:00,16485.23
24917,2023-05-03T17:45:00,16510.5
24917,2023-05-03T18:00:00,16301.11
24917,2023-05-03T18:15:00,16703.77
24917,2023-05-03T18:30:00,16544.1
24917,2023-05-03T18:45:00,16476.36
24917,2023-05-03T19:00:00,16246.0
24917,2023-05-03T19:15:00,16436.04
24917,2023-05-03T19:30:00,16574.74
24917,2023-05-03T19:45:00,17048.64
24917,2023-05-03T20:00:00,17086.27
24917,2023-05-03T20:15:00,17025.25
24917,2023-05-03T20:30:00,17043.53
24917,2023-05-03T20:45:00,16498.14
24917,2023-05-03T21:00:00,15990.1
24917,2023-05-03T21:15:00,15401.97
24917,2023-05-03T21:30:00,14974.85
24917,2023-05-03T21:45:00,14667.88
24917,2023-05-03T22:00:00,14135.92
24917,2023-05-03T22:15:00,13608.54
24917,2023-05-03T22:30:00,13081.96
24917,2023-05-03T22:45:00,12361.31
24917,2023-05-03T23:00:00,10998.76
24917,2023-05-03T23:15:00,10729.96
24917,2023-05-03T23:30:00,10486.69
24917,2023-05-03T23:45:00,10822.69
24917,2023-05-04T00:00:00,10006.62
24917,2023-05-04T00:15:00,9952.32
24917,2023-05-04T00:30:00,9883.24
24917,2023-05-04T00:45:00,9789.7
24917,2023-05-04T01:00:00,9736.74
24917,2023-05-04T01:15:00,9698.84
24917,2023-05-04T01:30:00,9642.12
24917,2023-05-04T01:45:00,9667.93
24917,2023-05-04T02:00:00,10575.4
24917,2023-05-04T02:15:00,10839.63
24917,2023-05-04T02:30:00,10911.13
24917,2023-05-04T02:45:00,10901.72
24917,2023-05-04T03:00:00,11197.4
24917,2023-05-04T03:15:00,11339.06
24917,2023-05-04T03:30:00,11653.56
24917,2023-05-04T03:45:00,11405.72
24917,2023-05-04T04:00:00,10402.56
24917,2023-05-04T04:15:00,10293.96
24917,2023-05-04T04:30:00,10913.82
24917,2023-05-04T04:45:00,11489.59
24917,2023-05-04T05:00:00,12689.51
24917,2023-05-04T05:15:00,13336.78
24917,2023-05-04T05:30:00,13345.11
24917,2023-05-04T05:45:00,13629.24
24917,2023-05-04T06:00:00,13460.16
24917,2023-05-04T06:15:00,13442.42
24917,2023-05-04T06:30:00,13039.22
24917,2023-05-04T06:45:00,13641.33
24917,2023-05-04T07:00:00,14509.29
24917,2023-05-04T07:15:00,14333.76
24917,2023-05-04T07:30:00,14988.02
24917,2023-05-04T07:45:00,14204.47
24917,2023-05-04T08:00:00,12404.31
24917,2023-05-04T08:15:00,11665.38
24917,2023-05-04T08:30:00,12205.13
24917,2023-05-04T08:45:00,12916.92
24917,2023-05-04T09:00:00,12139.55
24917,2023-05-04T09:15:00,11528.83
24917,2023-05-04T09:30:00,11324.27
24917,2023-05-04T09:45:00,10876.72
24917,2023-05-04T10:00:00,10394.23
24917,2023-05-04T10:15:00,9916.84
24917,2023-05-04T10:30:00,9504.5
24917,2023-05-04T10:45:00,9355.85
24917,2023-05-04T11:00:00,9195.38
24917,2023-05-04T11:15:00,9551.54
24917,2023-05-04T11:30:00,9727.07
24917,2023-05-04T11:45:00,9360.15
24917,2023-05-04T12:00:00,9575.19
24917,2023-05-04T12:15:00,9026.3
24917,2023-05-04T12:30:00,9322.52
24917,2023-05-04T12:45:00,9032.22
24917,2023-05-04T13:00:00,9007.22
24917,2023-05-04T13:15:00,10515.46
24917,2023-05-04T13:30:00,12123.42
24917,2023-05-04T13:45:00,11148.48
24917,2023-05-04T14:00:00,12810.47
24917,2023-05-04T14:15:00,13172.54
24917,2023-05-04T14:30:00,12760.2
24917,2023-05-04T14:45:00,11415.4
24917,2023-05-04T15:00:00,12978.74
24917,2023-05-04T15:15:00,12673.11
24917,2023-05-04T15:30:00,13309.63
24917,2023-05-04T15:45:00,14004.48
24917,2023-05-04T16:00:00,15283.16
24917,2023-05-04T16:15:00,14981.57
24917,2023-05-04T16:30:00,15299.29
24917,2023-05-04T16:45:00,15423.74
24917,2023-05-04T17:00:00,15027.8
24917,2023-05-04T17:15:00,15643.62
24917,2023-05-04T17:30:00,16692.75
24917,2023-05-04T17:45:00,17218.25
24917,2023-05-04T18:00:00,15827.48
24917,2023-05-04T18:15:00,15336.65
24917,2023-05-04T18:30:00,16459.7
24917,2023-05-04T18:45:00,16686.3
24917,2023-05-04T19:00:00,16216.97
24917,2023-05-04T19:15:00,16611.84
24917,2023-05-04T19:30:00,15973.44
24917,2023-05-04T19:45:00,14962.21
24917,2023-05-04T20:00:00,14177.05
24917,2023-05-04T20:15:00,13851.8
24917,2023-05-04T20:30:00,13920.61
24917,2023-05-04T20:45:00,13388.12
24917,2023-05-04T21:00:00,13144.86
24917,2023-05-04T21:15:00,12481.73
24917,2023-05-04T21:30:00,11903.0
24917,2023-05-04T21:45:00,12198.95
24917,2023-05-04T22:00:00,12632.52
24917,2023-05-04T22:15:00,12262.92
24917,2023-05-04T22:30:00,11159.77
24917,2023-05-04T22:45:00,9825.18
24917,2023-05-04T23:00:00,9574.92
24917,2023-05-04T23:15:00,9282.47
24917,2023-05-04T23:30:00,9165.27
24917,2023-05-04T23:45:00,8971.74
24917,2023-05-05T00:00:00,8774.17
24917,2023-05-05T00:15:00,8608.32
24917,2023-05-05T00:30:00,9261.24
24917,2023-05-05T00:45:00,9880.28
24917,2023-05-05T01:00:00,9787.81
24917,2023-05-05T01:15:00,8563.43
24917,2023-05-05T01:30:00,8342.21
24917,2023-05-05T01:45:00,8301.08
24917,2023-05-05T02:00:00,9268.49
24917,2023-05-05T02:15:00,10426.21
24917,2023-05-05T02:30:00,10962.47
24917,2023-05-05T02:45:00,11011.93
24917,2023-05-05T03:00:00,11200.9
24917,2023-05-05T03:15:00,10994.46
24917,2023-05-05T03:30:00,10093.98
24917,2023-05-05T03:45:00,10259.56
24917,2023-05-05T04:00:00,11732.31
24917,2023-05-05T04:15:00,11916.71
24917,2023-05-05T04:30:00,12331.74
24917,2023-05-05T04:45:00,12192.5
24917,2023-05-05T05:00:00,11378.03
24917,2023-05-05T05:15:00,11165.68
24917,2023-05-05T05:30:00,11482.06
24917,2023-05-05T05:45:00,11744.41
24917,2023-05-05T06:00:00,12843.26
24917,2023-05-05T06:15:00,14163.07
24917,2023-05-05T06:30:00,16012.95
24917,2023-05-05T06:45:00,14823.78
24917,2023-05-05T07:00:00,14700.67
24917,2023-05-05T07:15:00,15058.71
24917,2023-05-05T07:30:00,15875.6
24917,2023-05-05T07:45:00,16214.01
24917,2023-05-05T08:00:00,16808.6
24917,2023-05-05T08:15:00,16387.93
24917,2023-05-05T08:30:00,15192.58
24917,2023-05-05T08:45:00,16452.17
24917,2023-05-05T09:00:00,17846.98
24917,2023-05-05T09:15:00,17607.47
24917,2023-05-05T09:30:00,17048.91
24917,2023-05-05T09:45:00,17050.25
24917,2023-05-05T10:00:00,15799.79
24917,2023-05-05T10:15:00,14661.16
24917,2023-05-05T10:30:00,13141.09
24917,2023-05-05T10:45:00,16391.96
24917,2023-05-05T11:00:00,16449.22
24917,2023-05-05T11:15:00,18481.61
24917,2023-05-05T11:30:00,15776.68
24917,2023-05-05T11:45:00,14540.2
24917,2023-05-05T12:00:00,15168.11
24917,2023-05-05T12:15:00,16209.71
24917,2023-05-05T12:30:00,15074.84
24917,2023-05-05T12:45:00,11039.35
24917,2023-05-05T13:00:00,8855.88
24917,2023-05-05T13:15:00,9138.39
24917,2023-05-05T13:30:00,12807.78
24917,2023-05-05T13:45:00,13655.85
24917,2023-05-05T14:00:00,13743.48
24917,2023-05-05T14:15:00,13764.17
24917,2023-05-05T14:30:00,14073.02
24917,2023-05-05T14:45:00,15451.43
24917,2023-05-05T15:00:00,16170.47
24917,2023-05-05T15:15:00,15001.46
24917,2023-05-05T15:30:00,13844.54
24917,2023-05-05T15:45:00,15087.21
24917,2023-05-05T16:00:00,14731.58
24917,2023-05-05T16:15:00,14214.68
24917,2023-05-05T16:30:00,13960.13
24917,2023-05-05T16:45:00,15367.56
24917,2023-05-05T17:00:00,15356.27
24917,2023-05-05T17:15:00,14258.76
24917,2023-05-05T17:30:00,15581.26
24917,2023-05-05T17:45:00,15652.76
24917,2023-05-05T18:00:00,15000.65
24917,2023-05-05T18:15:00,14636.16
24917,2023-05-05T18:30:00,14513.32
24917,2023-05-05T18:45:00,14578.91
24917,2023-05-05T19:00:00,14257.96
24917,2023-05-05T19:15:00,14416.01
24917,2023-05-05T19:30:00,14893.67
24917,2023-05-05T19:45:00,15483.95
24917,2023-05-05T20:00:00,15554.92
24917,2023-05-05T20:15:00,15211.93
24917,2023-05-05T20:30:00,14214.95
24917,2023-05-05T20:45:00,13538.11
24917,2023-05-05T21:00:00,13148.08
24917,2023-05-05T21:15:00,13397.8
24917,2023-05-05T21:30:00,13617.68
24917,2023-05-05T21:45:00,13215.82
24917,2023-05-05T22:00:00,12929.28
24917,2023-05-05T22:15:00,12471.51
24917,2023-05-05T22:30:00,10850.65
24917,2023-05-05T22:45:00,10192.9
24917,2023-05-05T23:00:00,11118.91
24917,2023-05-05T23:15:00,11169.45
24917,2023-05-05T23:30:00,10903.07
24917,2023-05-05T23:45:00,10517.07
24917,2023-05-06T00:00:00,10401.48
24917,2023-05-06T00:15:00,10216.82
24917,2023-05-06T00:30:00,10078.39
24917,2023-05-06T00:45:00,9977.32
24917,2023-05-06T01:00:00,9919.26
24917,2023-05-06T01:15:00,9830.28
24917,2023-05-06T01:30:00,9814.96
24917,2023-05-06T01:45:00,9786.74
24917,2023-05-06T02:00:00,9783.24
24917,2023-05-06T02:15:00,9274.94
24917,2023-05-06T02:30:00,10007.69
24917,2023-05-06T02:45:00,10410.09
24917,2023-05-06T03:00:00,10178.65
24917,2023-05-06T03:15:00,8961.79
24917,2023-05-06T03:30:00,8916.63
24917,2023-05-06T03:45:00,8540.31
24917,2023-05-06T04:00:00,9780.02
24917,2023-05-06T04:15:00,10863.55
24917,2023-05-06T04:30:00,11075.1
24917,2023-05-06T04:45:00,10149.08
24917,2023-05-06T05:00:00,9866.3
24917,2023-05-06T05:15:00,9429.77
24917,2023-05-06T05:30:00,9217.15
24917,2023-05-06T05:45:00,10127.85
24917,2023-05-06T06:00:00,10764.36
24917,2023-05-06T06:15:00,10776.19
24917,2023-05-06T06:30:00,10957.63
24917,2023-05-06T06:45:00,11238.53
24917,2023-05-06T07:00:00,10694.75
24917,2023-05-06T07:15:00,11292.29
24917,2023-05-06T07:30:00,12844.07
24917,2023-05-06T07:45:00,12445.17
24917,2023-05-06T08:00:00,12348.4
24917,2023-05-06T08:15:00,10874.03
24917,2023-05-06T08:30:00,10258.75
24917,2023-05-06T08:45:00,7288.24
24917,2023-05-06T09:00:00,7903.8
24917,2023-05-06T09:15:00,10045.32
24917,2023-05-06T09:30:00,11054.94
24917,2023-05-06T09:45:00,13011.0
24917,2023-05-06T10:00:00,14145.33
24917,2023-05-06T10:15:00,13158.03
24917,2023-05-06T10:30:00,12548.66
24917,2023-05-06T10:45:00,12658.6
24917,2023-05-06T11:00:00,11489.85
24917,2023-05-06T11:15:00,12454.85
24917,2023-05-06T11:30:00,11494.69
24917,2023-05-06T11:45:00,9780.56
24917,2023-05-06T12:00:00,11218.37
24917,2023-05-06T12:15:00,10454.17
24917,2023-05-06T12:30:00,13789.98
24917,2023-05-06T12:45:00,15839.04
24917,2023-05-06T13:00:00,14908.99
24917,2023-05-06T13:15:00,14110.92
24917,2023-05-06T13:30:00,14540.2
24917,2023-05-06T13:45:00,12602.69
24917,2023-05-06T14:00:00,11372.12
24917,2023-05-06T14:15:00,11626.67
24917,2023-05-06T14:30:00,12359.42
24917,2023-05-06T14:45:00,13014.49
24917,2023-05-06T15:00:00,13735.95
24917,2023-05-06T15:15:00,13852.88
24917,2023-05-06T15:30:00,14572.18
24917,2023-05-06T15:45:00,16576.36
24917,2023-05-06T16:00:00,17852.62
24917,2023-05-06T16:15:00,17220.4
24917,2023-05-06T16:30:00,17213.14
24917,2023-05-06T16:45:00,17701.29
24917,2023-05-06T17:00:00,16756.45
24917,2023-05-06T17:15:00,15111.93
24917,2023-05-06T17:30:00,15577.5
24917,2023-05-06T17:45:00,15558.41
24917,2023-05-06T18:00:00,16247.88
24917,2023-05-06T18:15:00,16160.25
24917,2023-05-06T18:30:00,15569.7
24917,2023-05-06T18:45:00,14328.11
24917,2023-05-06T19:00:00,13839.44
24917,2023-05-06T19:15:00,13759.87
24917,2023-05-06T19:30:00,14104.2
24917,2023-05-06T19:45:00,14203.66
24917,2023-05-06T20:00:00,15058.98
24917,2023-05-06T20:15:00,14845.82
24917,2023-05-06T20:30:00,15303.59
24917,2023-05-06T20:45:00,15537.98
24917,2023-05-06T21:00:00,15204.13
24917,2023-05-06T21:15:00,13761.48
24917,2023-05-06T21:30:00,13243.77
24917,2023-05-06T21:45:00,12938.69
24917,2023-05-06T22:00:00,12732.52
24917,2023-05-06T22:15:00,12311.58
24917,2023-05-06T22:30:00,11974.23
24917,2023-05-06T22:45:00,12604.57
24917,2023-05-06T23:00:00,12907.24
24917,2023-05-06T23:15:00,12499.47
24917,2023-05-06T23:30:00,10984.78
24917,2023-05-06T23:45:00,10701.47
24917,2023-05-07T00:00:00,10639.1
24917,2023-05-07T00:15:00,10404.71
24917,2023-05-07T00:30:00,10354.71
24917,2023-05-07T00:45:00,10146.39
24917,2023-05-07T01:00:00,10902.53
24917,2023-05-07T01:15:00,11435.29
24917,2023-05-07T01:30:00,11419.16
24917,2023-05-07T01:45:00,11441.2
24917,2023-05-07T02:00:00,11058.7
24917,2023-05-07T02:15:00,10809.79
24917,2023-05-07T02:30:00,11468.08
24917,2023-05-07T02:45:00,12194.11
24917,2023-05-07T03:00:00,12314.26
24917,2023-05-07T03:15:00,12322.33
24917,2023-05-07T03:30:00,11534.75
24917,2023-05-07T03:45:00,10012.8
24917,2023-05-07T04:00:00,9859.85
24917,2023-05-07T04:15:00,9803.14
24917,2023-05-07T04:30:00,9895.33
24917,2023-05-07T04:45:00,10288.32
24917,2023-05-07T05:00:00,10553.36
24917,2023-05-07T05:15:00,8813.68
24917,2023-05-07T05:30:00,8293.02
24917,2023-05-07T05:45:00,8785.46
24917,2023-05-07T06:00:00,8860.99
24917,2023-05-07T06:15:00,10365.73
24917,2023-05-07T06:30:00,11754.09
24917,2023-05-07T06:45:00,11771.29
24917,2023-05-07T07:00:00,11819.67
24917,2023-05-07T07:15:00,12027.45
24917,2023-05-07T07:30:00,12623.39
24917,2023-05-07T07:45:00,12920.14
24917,2023-05-07T08:00:00,12872.83
24917,2023-05-07T08:15:00,12309.69
24917,2023-05-07T08:30:00,12883.32
24917,2023-05-07T08:45:00,14130.01
24917,2023-05-07T09:00:00,14577.56
24917,2023-05-07T09:15:00,14184.84
24917,2023-05-07T09:30:00,13808.25
24917,2023-05-07T09:45:00,14966.25
24917,2023-05-07T10:00:00,15788.77
24917,2023-05-07T10:15:00,15742.54
24917,2023-05-07T10:30:00,14102.05
24917,2023-05-07T10:45:00,13753.96
24917,2023-05-07T11:00:00,14424.88
24917,2023-05-07T11:15:00,14604.17
24917,2023-05-07T11:30:00,14075.71
24917,2023-05-07T11:45:00,12672.04
24917,2023-05-07T12:00:00,11930.69
24917,2023-05-07T12:15:00,12448.93
24917,2023-05-07T12:30:00,12668.81
24917,2023-05-07T12:45:00,12635.21
24917,2023-05-07T13:00:00,12792.46
24917,2023-05-07T13:15:00,12766.92
24917,2023-05-07T13:30:00,13027.66
24917,2023-05-07T13:45:00,13106.15
24917,2023-05-07T14:00:00,13463.12
24917,2023-05-07T14:15:00,13877.34
24917,2023-05-07T14:30:00,13163.94
24917,2023-05-07T14:45:00,12008.37
24917,2023-05-07T15:00:00,12432.54
24917,2023-05-07T15:15:00,12718.0
24917,2023-05-07T15:30:00,13561.77
24917,2023-05-07T15:45:00,13953.94
24917,2023-05-07T16:00:00,14341.02
24917,2023-05-07T16:15:00,14257.96
24917,2023-05-07T16:30:00,14078.13
24917,2023-05-07T16:45:00,13998.57
24917,2023-05-07T17:00:00,13716.86
24917,2023-05-07T17:15:00,13223.08
24917,2023-05-07T17:30:00,13113.68
24917,2023-05-07T17:45:00,13042.71
24917,2023-05-07T18:00:00,13509.35
24917,2023-05-07T18:15:00,13889.16
24917,2023-05-07T18:30:00,13926.8
24917,2023-05-07T18:45:00,13873.04
24917,2023-05-07T19:00:00,13521.98
24917,2023-05-07T19:15:00,14029.21
24917,2023-05-07T19:30:00,14059.58
24917,2023-05-07T19:45:00,13762.02
24917,2023-05-07T20:00:00,13491.07
24917,2023-05-07T20:15:00,13072.82
24917,2023-05-07T20:30:00,12660.75
24917,2023-05-07T20:45:00,12588.17
24917,2023-05-07T21:00:00,12181.21
24917,2023-05-07T21:15:00,11589.58
24917,2023-05-07T21:30:00,11185.31
24917,2023-05-07T21:45:00,11553.83
24917,2023-05-07T22:00:00,11966.71
